,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
32352,MARK2,NC_000011.9,NM_017490,NM_017490.3
32353,RCOR2,NC_000011.9,NM_173587,NM_173587.3
32354,NAA40,NC_000011.9,NM_024771,NM_024771.3
32355,NAA40,NC_000011.9,NM_001300800,NM_001300800.1
32356,COX8A,NC_000011.9,NM_004074,NM_004074.2
32357,OTUB1,NC_000011.9,NR_003089,NR_003089.1
32358,OTUB1,NC_000011.9,NM_017670,NM_017670.2
32359,MACROD1,NC_000011.9,NM_014067,NM_014067.3
32360,FLRT1,NC_000011.9,NM_013280,NM_013280.4
32361,STIP1,NC_000011.9,NM_001282652,NM_001282652.1
32362,STIP1,NC_000011.9,NM_006819,NM_006819.2
32363,STIP1,NC_000011.9,NM_001282653,NM_001282653.1
32364,FERMT3,NC_000011.9,NM_178443,NM_178443.2
32365,FERMT3,NC_000011.9,NM_031471,NM_031471.5
32366,TRPT1,NC_000011.9,NM_001160390,NM_001160390.1
32367,TRPT1,NC_000011.9,NM_001330298,NM_001330298.1
32368,TRPT1,NC_000011.9,NM_031472,NM_031472.3
32369,TRPT1,NC_000011.9,NM_001160392,NM_001160392.1
32370,TRPT1,NC_000011.9,NM_001033678,NM_001033678.3
32371,TRPT1,NC_000011.9,NM_001160389,NM_001160389.1
32372,TRPT1,NC_000011.9,NM_001160393,NM_001160393.1
32373,NUDT22,NC_000011.9,NM_001128612,NM_001128612.2
32374,NUDT22,NC_000011.9,NM_001271831,NM_001271831.1
32375,NUDT22,NC_000011.9,NM_032344,NM_032344.3
32376,NUDT22,NC_000011.9,NM_001128613,NM_001128613.2
32377,DNAJC4,NC_000011.9,NM_005528,NM_005528.3
32378,DNAJC4,NC_000011.9,NM_001307980,NM_001307980.1
32379,DNAJC4,NC_000011.9,NM_001307981,NM_001307981.1
32380,VEGFB,NC_000011.9,NM_003377,NM_003377.4
32381,VEGFB,NC_000011.9,NM_001243733,NM_001243733.1
32382,FKBP2,NC_000011.9,NM_004470,NM_004470.3
32383,FKBP2,NC_000011.9,NM_001135208,NM_001135208.1
32384,FKBP2,NC_000011.9,NM_057092,NM_057092.2
32385,PPP1R14B,NC_000011.9,NM_138689,NM_138689.2
32386,LOC105369340,NC_000011.9,NR_135087,NR_135087.1
32387,LOC105369340,NC_000011.9,NR_135086,NR_135086.1
32388,PLCB3,NC_000011.9,NM_000932,NM_000932.2
32389,PLCB3,NC_000011.9,NM_001316314,NM_001316314.1
32390,PLCB3,NC_000011.9,NM_001184883,NM_001184883.1
32391,BAD,NC_000011.9,NM_032989,NM_032989.2
32392,BAD,NC_000011.9,NM_004322,NM_004322.3
32393,GPR137,NC_000011.9,NM_001170726,NM_001170726.1
32394,GPR137,NC_000011.9,NM_001177358,NM_001177358.1
32395,GPR137,NC_000011.9,NM_001170881,NM_001170881.1
32396,GPR137,NC_000011.9,NM_001170880,NM_001170880.1
32397,GPR137,NC_000011.9,NM_020155,NM_020155.3
32398,KCNK4,NC_000011.9,NR_133660,NR_133660.1
32399,KCNK4,NC_000011.9,NM_033310,NM_033310.2
32400,KCNK4,NC_000011.9,NR_133661,NR_133661.1
32401,KCNK4,NC_000011.9,NM_001317090,NM_001317090.1
32402,KCNK4-TEX40,NC_000011.9,NR_133662,NR_133662.1
32403,TEX40,NC_000011.9,NM_001039496,NM_001039496.1
32404,ESRRA,NC_000011.9,NM_004451,NM_004451.4
32405,ESRRA,NC_000011.9,NM_001282451,NM_001282451.1
32406,ESRRA,NC_000011.9,NM_001282450,NM_001282450.1
32407,TRMT112,NC_000011.9,NM_001286082,NM_001286082.1
32408,TRMT112,NC_000011.9,NM_016404,NM_016404.2
32409,TRMT112,NC_000011.9,NM_001286084,NM_001286084.1
32410,PRDX5,NC_000011.9,NM_012094,NM_012094.4
32411,PRDX5,NC_000011.9,NM_181651,NM_181651.2
32412,PRDX5,NC_000011.9,NM_181652,NM_181652.2
32413,CCDC88B,NC_000011.9,NM_032251,NM_032251.5
32414,MIR7155,NC_000011.9,NR_106977,NR_106977.1
32415,RPS6KA4,NC_000011.9,NM_003942,NM_003942.2
32416,RPS6KA4,NC_000011.9,NM_001006944,NM_001006944.1
32417,RPS6KA4,NC_000011.9,NM_001300802,NM_001300802.1
32418,RPS6KA4,NC_000011.9,NM_001318361,NM_001318361.1
32419,MIR1237,NC_000011.9,NR_031602,NR_031602.1
32420,LOC100996455,NC_000011.9,NR_073177,NR_073177.1
32421,SLC22A11,NC_000011.9,NM_018484,NM_018484.3
32422,SLC22A11,NC_000011.9,NM_001307985,NM_001307985.1
32423,SLC22A12,NC_000011.9,NM_144585,NM_144585.3
32424,SLC22A12,NC_000011.9,NM_001276326,NM_001276326.1
32425,SLC22A12,NC_000011.9,NM_001276327,NM_001276327.1
32426,SLC22A12,NC_000011.9,NM_153378,NM_153378.2
32427,NRXN2,NC_000011.9,NM_138732,NM_138732.2
32428,NRXN2,NC_000011.9,NM_015080,NM_015080.3
32429,NRXN2,NC_000011.9,NM_138734,NM_138734.2
32430,RASGRP2,NC_000011.9,NM_153819,NM_153819.1
32431,RASGRP2,NC_000011.9,NM_001098670,NM_001098670.1
32432,RASGRP2,NC_000011.9,NM_001318398,NM_001318398.1
32433,RASGRP2,NC_000011.9,NM_001098671,NM_001098671.1
32434,PYGM,NC_000011.9,NM_001164716,NM_001164716.1
32435,PYGM,NC_000011.9,NM_005609,NM_005609.3
32436,SF1,NC_000011.9,NM_001346409,NM_001346409.1
32437,SF1,NC_000011.9,NM_001346410,NM_001346410.1
32438,SF1,NC_000011.9,NM_001346364,NM_001346364.1
32439,SF1,NC_000011.9,NM_001346363,NM_001346363.1
32440,SF1,NC_000011.9,NM_201998,NM_201998.2
32441,SF1,NC_000011.9,NM_201995,NM_201995.2
32442,SF1,NC_000011.9,NM_004630,NM_004630.3
32443,SF1,NC_000011.9,NM_201997,NM_201997.2
32444,SF1,NC_000011.9,NM_001178030,NM_001178030.1
32445,SF1,NC_000011.9,NM_001178031,NM_001178031.2
32446,MAP4K2,NC_000011.9,NM_001307990,NM_001307990.1
32447,MAP4K2,NC_000011.9,NM_004579,NM_004579.4
32448,MEN1,NC_000011.9,NM_130804,NM_130804.2
32449,MEN1,NC_000011.9,NM_130803,NM_130803.2
32450,MEN1,NC_000011.9,NM_130802,NM_130802.2
32451,MEN1,NC_000011.9,NM_130799,NM_130799.2
32452,MEN1,NC_000011.9,NM_000244,NM_000244.3
32453,MEN1,NC_000011.9,NM_130801,NM_130801.2
32454,MEN1,NC_000011.9,NM_130800,NM_130800.2
32455,CDC42BPG,NC_000011.9,NM_017525,NM_017525.2
32456,EHD1,NC_000011.9,NM_001282445,NM_001282445.1
32457,EHD1,NC_000011.9,NM_001282444,NM_001282444.1
32458,EHD1,NC_000011.9,NM_006795,NM_006795.3
32459,MIR194-2HG,NC_000011.9,NR_133640,NR_133640.1
32460,MIR194-2HG,NC_000011.9,NR_133639,NR_133639.1
32461,MIR194-2HG,NC_000011.9,NR_133638,NR_133638.1
32462,MIR192,NC_000011.9,NR_029578,NR_029578.1
32463,MIR194-2,NC_000011.9,NR_029829,NR_029829.1
32464,ATG2A,NC_000011.9,NM_015104,NM_015104.2
32465,MIR6750,NC_000011.9,NR_106808,NR_106808.1
32466,MIR6749,NC_000011.9,NR_106807,NR_106807.1
32467,PPP2R5B,NC_000011.9,NM_006244,NM_006244.3
32468,GPHA2,NC_000011.9,NM_130769,NM_130769.3
32469,MAJIN,NC_000011.9,NM_001300803,NM_001300803.1
32470,MAJIN,NC_000011.9,NM_001037225,NM_001037225.2
32471,MAJIN,NC_000011.9,NM_001318808,NM_001318808.1
32472,BATF2,NC_000011.9,NM_138456,NM_138456.3
32473,BATF2,NC_000011.9,NM_001300808,NM_001300808.1
32474,BATF2,NC_000011.9,NM_001300807,NM_001300807.1
32475,ARL2-SNX15,NC_000011.9,NR_037650,NR_037650.1
32476,ARL2,NC_000011.9,NM_001667,NM_001667.3
32477,ARL2,NC_000011.9,NM_001199745,NM_001199745.1
32478,MIR6879,NC_000011.9,NR_106939,NR_106939.1
32479,SNX15,NC_000011.9,NM_013306,NM_013306.4
32480,SNX15,NC_000011.9,NM_147777,NM_147777.3
32481,SAC3D1,NC_000011.9,NM_013299,NM_013299.3
32482,NAALADL1,NC_000011.9,NM_005468,NM_005468.2
32483,CDCA5,NC_000011.9,NM_080668,NM_080668.3
32484,ZFPL1,NC_000011.9,NM_006782,NM_006782.3
32485,TMEM262,NC_000011.9,NM_001242631,NM_001242631.2
32486,TMEM262,NC_000011.9,NM_001282448,NM_001282448.1
32487,VPS51,NC_000011.9,NR_073519,NR_073519.1
32488,VPS51,NC_000011.9,NM_013265,NM_013265.3
32489,TM7SF2,NC_000011.9,NM_003273,NM_003273.3
32490,TM7SF2,NC_000011.9,NM_001277233,NM_001277233.1
32491,TM7SF2,NC_000011.9,NR_102367,NR_102367.1
32492,ZNHIT2,NC_000011.9,NM_014205,NM_014205.3
32493,FAU,NC_000011.9,NM_001997,NM_001997.4
32494,MRPL49,NC_000011.9,NR_037567,NR_037567.1
32495,MRPL49,NC_000011.9,NM_004927,NM_004927.3
32496,MRPL49,NC_000011.9,NR_037568,NR_037568.1
32497,SYVN1,NC_000011.9,NM_032431,NM_032431.2
32498,SYVN1,NC_000011.9,NM_172230,NM_172230.2
32499,MIR6751,NC_000011.9,NR_106809,NR_106809.1
32500,SPDYC,NC_000011.9,NM_001008778,NM_001008778.1
32501,CAPN1,NC_000011.9,NM_001198868,NM_001198868.1
32502,CAPN1,NC_000011.9,NM_001198869,NM_001198869.1
32503,CAPN1,NC_000011.9,NM_005186,NM_005186.3
32504,CAPN1,NC_000011.9,NR_040008,NR_040008.1
32505,SLC22A20,NC_000011.9,NR_033396,NR_033396.1
32506,SLC22A20,NC_000011.9,NM_001004326,NM_001004326.4
32507,POLA2,NC_000011.9,NM_002689,NM_002689.3
32508,CDC42EP2,NC_000011.9,NM_006779,NM_006779.3
32509,DPF2,NC_000011.9,NM_001330308,NM_001330308.1
32510,DPF2,NC_000011.9,NM_006268,NM_006268.4
32511,TIGD3,NC_000011.9,NM_145719,NM_145719.2
32512,SLC25A45,NC_000011.9,NM_001278251,NM_001278251.2
32513,SLC25A45,NC_000011.9,NM_001077241,NM_001077241.2
32514,SLC25A45,NC_000011.9,NM_182556,NM_182556.3
32515,SLC25A45,NC_000011.9,NM_001278250,NM_001278250.2
32516,SLC25A45,NC_000011.9,NM_001300820,NM_001300820.1
32517,FRMD8,NC_000011.9,NM_031904,NM_031904.4
32518,FRMD8,NC_000011.9,NM_001300833,NM_001300833.2
32519,FRMD8,NC_000011.9,NM_001300832,NM_001300832.2
32520,NEAT1,NC_000011.9,NR_131012,NR_131012.1
32521,NEAT1,NC_000011.9,NR_028272,NR_028272.1
32522,MIR612,NC_000011.9,NR_030343,NR_030343.1
32523,MALAT1,NC_000011.9,NR_002819,NR_002819.4
32524,MALAT1,NC_000011.9,NR_144567,NR_144567.1
32525,MALAT1,NC_000011.9,NR_144568,NR_144568.1
32526,TALAM1,NC_000011.9,NR_145459,NR_145459.1
32527,MASCRNA,NC_000011.9,NR_144569,NR_144569.1
32528,SCYL1,NC_000011.9,NM_020680,NM_020680.3
32529,SCYL1,NC_000011.9,NM_001048218,NM_001048218.1
32530,LTBP3,NC_000011.9,NM_001164266,NM_001164266.1
32531,LTBP3,NC_000011.9,NM_021070,NM_021070.4
32532,LTBP3,NC_000011.9,NM_001130144,NM_001130144.2
32533,SSSCA1-AS1,NC_000011.9,NR_038923,NR_038923.1
32534,SSSCA1,NC_000011.9,NM_001303024,NM_001303024.1
32535,SSSCA1,NC_000011.9,NM_006396,NM_006396.2
32536,FAM89B,NC_000011.9,NM_001098784,NM_001098784.1
32537,FAM89B,NC_000011.9,NM_001098785,NM_001098785.1
32538,FAM89B,NC_000011.9,NM_152832,NM_152832.2
32539,EHBP1L1,NC_000011.9,NM_001099409,NM_001099409.1
32540,KCNK7,NC_000011.9,NM_033347,NM_033347.1
32541,KCNK7,NC_000011.9,NM_033348,NM_033348.1
32542,KCNK7,NC_000011.9,NM_033455,NM_033455.1
32543,KCNK7,NC_000011.9,NM_005714,NM_005714.1
32544,MAP3K11,NC_000011.9,NM_002419,NM_002419.3
32545,PCNX3,NC_000011.9,NM_032223,NM_032223.3
32546,MIR4690,NC_000011.9,NR_039839,NR_039839.1
32547,SIPA1,NC_000011.9,NM_006747,NM_006747.3
32548,SIPA1,NC_000011.9,NM_153253,NM_153253.2
32549,MIR4489,NC_000011.9,NR_039709,NR_039709.1
32550,RELA,NC_000011.9,NM_001145138,NM_001145138.1
32551,RELA,NC_000011.9,NM_001243984,NM_001243984.1
32552,RELA,NC_000011.9,NM_001243985,NM_001243985.1
32553,RELA,NC_000011.9,NM_021975,NM_021975.3
32554,KAT5,NC_000011.9,NM_182710,NM_182710.2
32555,KAT5,NC_000011.9,NM_001206833,NM_001206833.1
32556,KAT5,NC_000011.9,NM_006388,NM_006388.3
32557,KAT5,NC_000011.9,NM_182709,NM_182709.2
32558,RNASEH2C,NC_000011.9,NM_032193,NM_032193.3
32559,AP5B1,NC_000011.9,NM_138368,NM_138368.4
32560,OVOL1,NC_000011.9,NM_004561,NM_004561.3
32561,OVOL1-AS1,NC_000011.9,NR_108085,NR_108085.1
32562,SNX32,NC_000011.9,NM_152760,NM_152760.2
32563,CFL1,NC_000011.9,NM_005507,NM_005507.2
32564,MUS81,NC_000011.9,NM_025128,NM_025128.4
32565,EFEMP2,NC_000011.9,NR_037718,NR_037718.1
32566,EFEMP2,NC_000011.9,NM_016938,NM_016938.4
32567,CTSW,NC_000011.9,NM_001335,NM_001335.3
32568,FIBP,NC_000011.9,NM_004214,NM_004214.4
32569,FIBP,NC_000011.9,NM_198897,NM_198897.1
32570,CCDC85B,NC_000011.9,NM_006848,NM_006848.2
32571,FOSL1,NC_000011.9,NR_125339,NR_125339.1
32572,FOSL1,NC_000011.9,NM_001300857,NM_001300857.1
32573,FOSL1,NC_000011.9,NM_001300856,NM_001300856.1
32574,FOSL1,NC_000011.9,NM_001300844,NM_001300844.1
32575,FOSL1,NC_000011.9,NM_001300855,NM_001300855.1
32576,FOSL1,NC_000011.9,NM_005438,NM_005438.4
32577,C11orf68,NC_000011.9,NM_031450,NM_031450.3
32578,C11orf68,NC_000011.9,NM_001135635,NM_001135635.1
32579,DRAP1,NC_000011.9,NM_006442,NM_006442.3
32580,TSGA10IP,NC_000011.9,NM_152762,NM_152762.2
32581,SART1,NC_000011.9,NM_005146,NM_005146.4
32582,EIF1AD,NC_000011.9,NM_001242486,NM_001242486.1
32583,EIF1AD,NC_000011.9,NM_001242485,NM_001242485.1
32584,EIF1AD,NC_000011.9,NM_001242484,NM_001242484.1
32585,EIF1AD,NC_000011.9,NM_001242483,NM_001242483.1
32586,EIF1AD,NC_000011.9,NM_032325,NM_032325.3
32587,EIF1AD,NC_000011.9,NM_001242482,NM_001242482.1
32588,EIF1AD,NC_000011.9,NM_001242481,NM_001242481.1
32589,BANF1,NC_000011.9,NM_003860,NM_003860.3
32590,BANF1,NC_000011.9,NM_001143985,NM_001143985.1
32591,CST6,NC_000011.9,NM_001323,NM_001323.3
32592,CATSPER1,NC_000011.9,NM_053054,NM_053054.3
32593,GAL3ST3,NC_000011.9,NM_033036,NM_033036.2
32594,SF3B2,NC_000011.9,NM_006842,NM_006842.2
32595,PACS1,NC_000011.9,NM_018026,NM_018026.3
32596,KLC2,NC_000011.9,NM_001134775,NM_001134775.1
32597,KLC2,NC_000011.9,NM_001134776,NM_001134776.1
32598,KLC2,NC_000011.9,NM_001134774,NM_001134774.1
32599,KLC2,NC_000011.9,NM_022822,NM_022822.2
32600,KLC2,NC_000011.9,NM_001318734,NM_001318734.1
32601,RAB1B,NC_000011.9,NM_030981,NM_030981.2
32602,CNIH2,NC_000011.9,NR_073078,NR_073078.1
32603,CNIH2,NC_000011.9,NM_182553,NM_182553.2
32604,CNIH2,NC_000011.9,NR_073079,NR_073079.1
32605,YIF1A,NC_000011.9,NM_001300861,NM_001300861.1
32606,YIF1A,NC_000011.9,NM_020470,NM_020470.2
32607,TMEM151A,NC_000011.9,NM_153266,NM_153266.3
32608,CD248,NC_000011.9,NM_020404,NM_020404.2
32609,RIN1,NC_000011.9,NM_004292,NM_004292.2
32610,BRMS1,NC_000011.9,NM_001024957,NM_001024957.1
32611,BRMS1,NC_000011.9,NM_015399,NM_015399.3
32612,B4GAT1,NC_000011.9,NM_006876,NM_006876.2
32613,LOC102724064,NC_000011.9,NR_135761,NR_135761.1
32614,SLC29A2,NC_000011.9,NM_001300869,NM_001300869.1
32615,SLC29A2,NC_000011.9,NM_001300868,NM_001300868.1
32616,SLC29A2,NC_000011.9,NR_125343,NR_125343.1
32617,SLC29A2,NC_000011.9,NM_001532,NM_001532.2
32618,NPAS4,NC_000011.9,NM_178864,NM_178864.3
32619,NPAS4,NC_000011.9,NM_001318804,NM_001318804.1
32620,MRPL11,NC_000011.9,NR_120589,NR_120589.1
32621,MRPL11,NC_000011.9,NM_170738,NM_170738.3
32622,MRPL11,NC_000011.9,NR_120588,NR_120588.1
32623,MRPL11,NC_000011.9,NM_016050,NM_016050.4
32624,MRPL11,NC_000011.9,NM_170739,NM_170739.3
32625,PELI3,NC_000011.9,NM_001243135,NM_001243135.1
32626,PELI3,NC_000011.9,NM_145065,NM_145065.2
32627,PELI3,NC_000011.9,NM_001098510,NM_001098510.1
32628,PELI3,NC_000011.9,NM_001243136,NM_001243136.1
32629,LOC101928069,NC_000011.9,NR_120586,NR_120586.1
32630,DPP3,NC_000011.9,NM_130443,NM_130443.3
32631,DPP3,NC_000011.9,NM_005700,NM_005700.4
32632,DPP3,NC_000011.9,NM_001256670,NM_001256670.1
32633,BBS1,NC_000011.9,NM_024649,NM_024649.4
32634,ZDHHC24,NC_000011.9,NM_207340,NM_207340.1
32635,ACTN3,NC_000011.9,NM_001258371,NM_001258371.2
32636,ACTN3,NC_000011.9,NM_001104,NM_001104.3
32637,CTSF,NC_000011.9,NM_003793,NM_003793.3
32638,CCDC87,NC_000011.9,NM_018219,NM_018219.2
32639,CCS,NC_000011.9,NM_005125,NM_005125.1
32640,RBM14-RBM4,NC_000011.9,NM_001198845,NM_001198845.1
32641,RBM14-RBM4,NC_000011.9,NM_001198846,NM_001198846.1
32642,RBM14,NC_000011.9,NM_006328,NM_006328.3
32643,RBM14,NC_000011.9,NM_001198836,NM_001198836.1
32644,RBM14,NC_000011.9,NM_001198837,NM_001198837.1
32645,RBM4,NC_000011.9,NM_001198844,NM_001198844.1
32646,RBM4,NC_000011.9,NM_002896,NM_002896.3
32647,RBM4,NC_000011.9,NM_001198843,NM_001198843.1
32648,RBM4B,NC_000011.9,NM_001286135,NM_001286135.1
32649,RBM4B,NC_000011.9,NM_031492,NM_031492.3
32650,SPTBN2,NC_000011.9,NM_006946,NM_006946.2
32651,C11orf80,NC_000011.9,NM_024650,NM_024650.3
32652,C11orf80,NC_000011.9,NM_001302084,NM_001302084.1
32653,RCE1,NC_000011.9,NM_005133,NM_005133.2
32654,RCE1,NC_000011.9,NM_001032279,NM_001032279.1
32655,PC,NC_000011.9,NM_000920,NM_000920.3
32656,PC,NC_000011.9,NM_001040716,NM_001040716.1
32657,PC,NC_000011.9,NM_022172,NM_022172.2
32658,LRFN4,NC_000011.9,NM_024036,NM_024036.4
32659,MIR3163,NC_000011.9,NR_036121,NR_036121.1
32660,C11orf86,NC_000011.9,NM_001136485,NM_001136485.1
32661,SYT12,NC_000011.9,NM_001318773,NM_001318773.1
32662,SYT12,NC_000011.9,NM_001177880,NM_001177880.1
32663,SYT12,NC_000011.9,NM_177963,NM_177963.3
32664,SYT12,NC_000011.9,NM_001318775,NM_001318775.1
32665,MIR6860,NC_000011.9,NR_106920,NR_106920.1
32666,RHOD,NC_000011.9,NM_014578,NM_014578.3
32667,RHOD,NC_000011.9,NM_001300886,NM_001300886.1
32668,KDM2A,NC_000011.9,NM_012308,NM_012308.2
32669,KDM2A,NC_000011.9,NR_027473,NR_027473.1
32670,KDM2A,NC_000011.9,NM_001256405,NM_001256405.1
32671,GRK2,NC_000011.9,NM_001619,NM_001619.3
32672,ANKRD13D,NC_000011.9,NM_001347901,NM_001347901.1
32673,ANKRD13D,NC_000011.9,NM_207354,NM_207354.2
32674,SSH3,NC_000011.9,NM_017857,NM_017857.3
32675,LOC100130987,NC_000011.9,NR_024469,NR_024469.1
32676,POLD4,NC_000011.9,NR_046413,NR_046413.1
32677,POLD4,NC_000011.9,NR_046412,NR_046412.1
32678,POLD4,NC_000011.9,NM_001256870,NM_001256870.1
32679,POLD4,NC_000011.9,NM_021173,NM_021173.4
32680,POLD4,NC_000011.9,NR_046411,NR_046411.1
32681,CLCF1,NC_000011.9,NM_001166212,NM_001166212.1
32682,CLCF1,NC_000011.9,NM_013246,NM_013246.2
32683,RAD9A,NC_000011.9,NM_004584,NM_004584.2
32684,RAD9A,NC_000011.9,NM_001243224,NM_001243224.1
32685,PPP1CA,NC_000011.9,NM_206873,NM_206873.1
32686,PPP1CA,NC_000011.9,NM_002708,NM_002708.3
32687,PPP1CA,NC_000011.9,NM_001008709,NM_001008709.1
32688,TBC1D10C,NC_000011.9,NM_198517,NM_198517.3
32689,TBC1D10C,NC_000011.9,NM_001256508,NM_001256508.1
32690,TBC1D10C,NC_000011.9,NR_046266,NR_046266.1
32691,CARNS1,NC_000011.9,NM_001166222,NM_001166222.1
32692,CARNS1,NC_000011.9,NM_020811,NM_020811.1
32693,RPS6KB2,NC_000011.9,NM_003952,NM_003952.2
32694,PTPRCAP,NC_000011.9,NM_005608,NM_005608.2
32695,CORO1B,NC_000011.9,NM_001018070,NM_001018070.2
32696,CORO1B,NC_000011.9,NM_020441,NM_020441.2
32697,GPR152,NC_000011.9,NM_206997,NM_206997.1
32698,CABP4,NC_000011.9,NM_001300896,NM_001300896.1
32699,CABP4,NC_000011.9,NM_001300895,NM_001300895.1
32700,CABP4,NC_000011.9,NM_145200,NM_145200.3
32701,TMEM134,NC_000011.9,NM_001078651,NM_001078651.2
32702,TMEM134,NC_000011.9,NM_001078650,NM_001078650.2
32703,TMEM134,NC_000011.9,NM_025124,NM_025124.3
32704,TMEM134,NC_000011.9,NR_073412,NR_073412.1
32705,TMEM134,NC_000011.9,NR_073409,NR_073409.1
32706,TMEM134,NC_000011.9,NR_073410,NR_073410.1
32707,TMEM134,NC_000011.9,NR_073413,NR_073413.1
32708,TMEM134,NC_000011.9,NR_073411,NR_073411.1
32709,AIP,NC_000011.9,NM_003977,NM_003977.3
32710,AIP,NC_000011.9,NM_001302960,NM_001302960.1
32711,AIP,NC_000011.9,NM_001302959,NM_001302959.1
32712,MIR6752,NC_000011.9,NR_106810,NR_106810.1
32713,PITPNM1,NC_000011.9,NM_001130848,NM_001130848.1
32714,PITPNM1,NC_000011.9,NM_004910,NM_004910.2
32715,CDK2AP2,NC_000011.9,NM_005851,NM_005851.4
32716,CDK2AP2,NC_000011.9,NM_001271849,NM_001271849.1
32717,CDK2AP2,NC_000011.9,NR_073484,NR_073484.1
32718,CABP2,NC_000011.9,NM_016366,NM_016366.2
32719,CABP2,NC_000011.9,NM_001318496,NM_001318496.1
32720,GSTP1,NC_000011.9,NM_000852,NM_000852.3
32721,C11orf72,NC_000011.9,NR_130935,NR_130935.1
32722,NDUFV1,NC_000011.9,NM_007103,NM_007103.3
32723,NDUFV1,NC_000011.9,NM_001166102,NM_001166102.1
32724,DOC2GP,NC_000011.9,NR_033791,NR_033791.1
32725,NUDT8,NC_000011.9,NM_181843,NM_181843.2
32726,NUDT8,NC_000011.9,NM_001243750,NM_001243750.1
32727,TBX10,NC_000011.9,NM_005995,NM_005995.4
32728,ACY3,NC_000011.9,NM_080658,NM_080658.1
32729,ALDH3B2,NC_000011.9,NM_001031615,NM_001031615.1
32730,ALDH3B2,NC_000011.9,NM_000695,NM_000695.3
32731,FAM86C2P,NC_000011.9,NR_024249,NR_024249.1
32732,UNC93B1,NC_000011.9,NM_030930,NM_030930.3
32733,ALDH3B1,NC_000011.9,NM_001161473,NM_001161473.2
32734,ALDH3B1,NC_000011.9,NM_000694,NM_000694.3
32735,ALDH3B1,NC_000011.9,NM_001290059,NM_001290059.1
32736,ALDH3B1,NC_000011.9,NM_001290058,NM_001290058.1
32737,ALDH3B1,NC_000011.9,NM_001030010,NM_001030010.2
32738,NDUFS8,NC_000011.9,NM_002496,NM_002496.3
32739,MIR7113,NC_000011.9,NR_106963,NR_106963.1
32740,MIR4691,NC_000011.9,NR_039840,NR_039840.1
32741,TCIRG1,NC_000011.9,NM_006019,NM_006019.3
32742,TCIRG1,NC_000011.9,NM_006053,NM_006053.3
32743,MIR6753,NC_000011.9,NR_106811,NR_106811.1
32744,CHKA,NC_000011.9,NM_212469,NM_212469.1
32745,CHKA,NC_000011.9,NM_001277,NM_001277.2
32746,KMT5B,NC_000011.9,NM_001300908,NM_001300908.1
32747,KMT5B,NC_000011.9,NM_017635,NM_017635.4
32748,KMT5B,NC_000011.9,NM_001300907,NM_001300907.1
32749,KMT5B,NC_000011.9,NM_001300909,NM_001300909.1
32750,KMT5B,NC_000011.9,NM_016028,NM_016028.4
32751,C11orf24,NC_000011.9,NM_001300913,NM_001300913.1
32752,C11orf24,NC_000011.9,NM_022338,NM_022338.3
32753,LRP5,NC_000011.9,NM_002335,NM_002335.3
32754,LRP5,NC_000011.9,NM_001291902,NM_001291902.1
32755,PPP6R3,NC_000011.9,NM_018312,NM_018312.4
32756,PPP6R3,NC_000011.9,NM_001164164,NM_001164164.1
32757,PPP6R3,NC_000011.9,NM_001164160,NM_001164160.1
32758,PPP6R3,NC_000011.9,NM_001164161,NM_001164161.1
32759,PPP6R3,NC_000011.9,NM_001164162,NM_001164162.1
32760,PPP6R3,NC_000011.9,NM_001164163,NM_001164163.1
32761,GAL,NC_000011.9,NM_015973,NM_015973.4
32762,TESMIN,NC_000011.9,NM_004923,NM_004923.3
32763,TESMIN,NC_000011.9,NM_001039656,NM_001039656.1
32764,CPT1A,NC_000011.9,NM_001031847,NM_001031847.2
32765,CPT1A,NC_000011.9,NM_001876,NM_001876.3
32766,MRPL21,NC_000011.9,NM_181514,NM_181514.1
32767,MRPL21,NC_000011.9,NM_181515,NM_181515.1
32768,IGHMBP2,NC_000011.9,NM_002180,NM_002180.2
32769,MRGPRD,NC_000011.9,NM_198923,NM_198923.2
32770,MRGPRF,NC_000011.9,NM_145015,NM_145015.4
32771,MRGPRF,NC_000011.9,NM_001098515,NM_001098515.1
32772,MRGPRF-AS1,NC_000011.9,NR_120541,NR_120541.1
32773,TPCN2,NC_000011.9,NM_139075,NM_139075.3
32774,MIR3164,NC_000011.9,NR_036122,NR_036122.1
32775,LOC338694,NC_000011.9,NR_104161,NR_104161.1
32776,MYEOV,NC_000011.9,NM_001293294,NM_001293294.1
32777,MYEOV,NC_000011.9,NM_001293291,NM_001293291.1
32778,MYEOV,NC_000011.9,NM_138768,NM_138768.3
32779,MYEOV,NC_000011.9,NM_001293296,NM_001293296.1
32780,MYEOV,NC_000011.9,NM_001300923,NM_001300923.1
32781,MYEOV,NC_000011.9,NM_001300924,NM_001300924.1
32782,LOC102724265,NC_000011.9,NM_001319657,NM_001319657.1
32783,LINC01488,NC_000011.9,NR_120542,NR_120542.1
32784,LINC01488,NC_000011.9,NR_120543,NR_120543.1
32785,LINC01488,NC_000011.9,NR_120544,NR_120544.1
32786,LINC01488,NC_000011.9,NR_120545,NR_120545.1
32787,CCND1,NC_000011.9,NM_053056,NM_053056.2
32788,ORAOV1,NC_000011.9,NM_153451,NM_153451.2
32789,FGF19,NC_000011.9,NM_005117,NM_005117.2
32790,FGF4,NC_000011.9,NM_002007,NM_002007.2
