,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
27138,SLC11A2,NC_000012.11,NM_001174125,NM_001174125.1
27139,SLC11A2,NC_000012.11,NM_001174128,NM_001174128.1
27140,SLC11A2,NC_000012.11,NM_000617,NM_000617.2
27141,SLC11A2,NC_000012.11,NM_001174129,NM_001174129.1
27142,SLC11A2,NC_000012.11,NM_001174130,NM_001174130.1
27143,LETMD1,NC_000012.11,NM_001243689,NM_001243689.1
27144,LETMD1,NC_000012.11,NM_015416,NM_015416.4
27145,LETMD1,NC_000012.11,NM_001300765,NM_001300765.1
27146,CSRNP2,NC_000012.11,NM_030809,NM_030809.2
27147,TFCP2,NC_000012.11,NM_001173453,NM_001173453.1
27148,TFCP2,NC_000012.11,NM_001173452,NM_001173452.1
27149,TFCP2,NC_000012.11,NM_005653,NM_005653.4
27150,POU6F1,NC_000012.11,NM_001330422,NM_001330422.1
27151,POU6F1,NC_000012.11,NM_002702,NM_002702.3
27152,DAZAP2,NC_000012.11,NM_001136269,NM_001136269.1
27153,DAZAP2,NC_000012.11,NM_014764,NM_014764.3
27154,DAZAP2,NC_000012.11,NM_001136266,NM_001136266.1
27155,DAZAP2,NC_000012.11,NM_001136264,NM_001136264.1
27156,DAZAP2,NC_000012.11,NM_001136267,NM_001136267.1
27157,DAZAP2,NC_000012.11,NM_001136268,NM_001136268.1
27158,SMAGP,NC_000012.11,NM_001031628,NM_001031628.1
27159,SMAGP,NC_000012.11,NM_001033873,NM_001033873.1
27160,BIN2,NC_000012.11,NM_001290007,NM_001290007.1
27161,BIN2,NC_000012.11,NM_001290008,NM_001290008.1
27162,BIN2,NC_000012.11,NM_016293,NM_016293.3
27163,BIN2,NC_000012.11,NM_001290009,NM_001290009.1
27164,CELA1,NC_000012.11,NM_001971,NM_001971.5
27165,GALNT6,NC_000012.11,NM_007210,NM_007210.3
27166,SLC4A8,NC_000012.11,NM_001258401,NM_001258401.2
27167,SLC4A8,NC_000012.11,NM_001267615,NM_001267615.1
27168,SLC4A8,NC_000012.11,NM_001039960,NM_001039960.2
27169,SLC4A8,NC_000012.11,NM_001258402,NM_001258402.1
27170,SLC4A8,NC_000012.11,NM_001258403,NM_001258403.1
27171,SCN8A,NC_000012.11,NM_014191,NM_014191.3
27172,SCN8A,NC_000012.11,NM_001177984,NM_001177984.2
27173,SCN8A,NC_000012.11,NM_001330260,NM_001330260.1
27174,FIGNL2,NC_000012.11,NM_001013690,NM_001013690.4
27175,ANKRD33,NC_000012.11,NM_182608,NM_182608.3
27176,ANKRD33,NC_000012.11,NM_001304459,NM_001304459.1
27177,ANKRD33,NC_000012.11,NM_001130015,NM_001130015.1
27178,ANKRD33,NC_000012.11,NM_001304460,NM_001304460.1
27179,ACVRL1,NC_000012.11,NM_000020,NM_000020.2
27180,ACVRL1,NC_000012.11,NM_001077401,NM_001077401.1
27181,ACVR1B,NC_000012.11,NM_020328,NM_020328.3
27182,ACVR1B,NC_000012.11,NM_004302,NM_004302.4
27183,ACVR1B,NC_000012.11,NM_020327,NM_020327.3
27184,GRASP,NC_000012.11,NM_181711,NM_181711.3
27185,GRASP,NC_000012.11,NM_001271856,NM_001271856.1
27186,NR4A1,NC_000012.11,NM_001202233,NM_001202233.1
27187,NR4A1,NC_000012.11,NM_001202234,NM_001202234.1
27188,NR4A1,NC_000012.11,NM_002135,NM_002135.4
27189,NR4A1,NC_000012.11,NM_173157,NM_173157.2
27190,ATG101,NC_000012.11,NM_021934,NM_021934.4
27191,ATG101,NC_000012.11,NM_001098673,NM_001098673.1
27192,KRT80,NC_000012.11,NM_182507,NM_182507.2
27193,KRT80,NC_000012.11,NM_001081492,NM_001081492.1
27194,C12orf80,NC_000012.11,NM_001242696,NM_001242696.1
27195,KRT7,NC_000012.11,NM_005556,NM_005556.3
27196,KRT86,NC_000012.11,NM_001320198,NM_001320198.1
27197,KRT81,NC_000012.11,NM_002281,NM_002281.3
27198,KRT83,NC_000012.11,NM_002282,NM_002282.3
27199,KRT85,NC_000012.11,NM_002283,NM_002283.3
27200,KRT85,NC_000012.11,NM_001300810,NM_001300810.1
27201,KRT84,NC_000012.11,NM_033045,NM_033045.3
27202,KRT82,NC_000012.11,NM_033033,NM_033033.3
27203,KRT75,NC_000012.11,NM_004693,NM_004693.2
27204,KRT6B,NC_000012.11,NM_005555,NM_005555.3
27205,KRT6C,NC_000012.11,NM_173086,NM_173086.4
27206,KRT6A,NC_000012.11,NM_005554,NM_005554.3
27207,KRT5,NC_000012.11,NM_000424,NM_000424.3
27208,KRT71,NC_000012.11,NM_033448,NM_033448.2
27209,KRT74,NC_000012.11,NM_175053,NM_175053.3
27210,KRT72,NC_000012.11,NM_001146226,NM_001146226.1
27211,KRT72,NC_000012.11,NM_001146225,NM_001146225.1
27212,KRT72,NC_000012.11,NM_080747,NM_080747.2
27213,KRT73,NC_000012.11,NM_175068,NM_175068.2
27214,KRT2,NC_000012.11,NM_000423,NM_000423.2
27215,KRT1,NC_000012.11,NM_006121,NM_006121.3
27216,KRT77,NC_000012.11,NM_175078,NM_175078.2
27217,KRT76,NC_000012.11,NM_015848,NM_015848.4
27218,KRT3,NC_000012.11,NM_057088,NM_057088.2
27219,KRT4,NC_000012.11,NM_002272,NM_002272.3
27220,KRT79,NC_000012.11,NM_175834,NM_175834.2
27221,KRT78,NC_000012.11,NM_173352,NM_173352.3
27222,KRT78,NC_000012.11,NM_001300814,NM_001300814.1
27223,KRT8,NC_000012.11,NM_001256293,NM_001256293.1
27224,KRT8,NC_000012.11,NM_001256282,NM_001256282.1
27225,KRT8,NC_000012.11,NM_002273,NM_002273.3
27226,KRT18,NC_000012.11,NM_199187,NM_199187.1
27227,KRT18,NC_000012.11,NM_000224,NM_000224.2
27228,EIF4B,NC_000012.11,NM_001300821,NM_001300821.2
27229,EIF4B,NC_000012.11,NM_001417,NM_001417.6
27230,EIF4B,NC_000012.11,NM_001330654,NM_001330654.1
27231,TNS2,NC_000012.11,NM_198316,NM_198316.1
27232,TNS2,NC_000012.11,NM_015319,NM_015319.2
27233,TNS2,NC_000012.11,NM_170754,NM_170754.2
27234,SPRYD3,NC_000012.11,NM_032840,NM_032840.2
27235,IGFBP6,NC_000012.11,NM_002178,NM_002178.2
27236,SOAT2,NC_000012.11,NM_003578,NM_003578.3
27237,CSAD,NC_000012.11,NM_001244705,NM_001244705.1
27238,CSAD,NC_000012.11,NM_015989,NM_015989.4
27239,CSAD,NC_000012.11,NM_001244706,NM_001244706.1
27240,ZNF740,NC_000012.11,NM_001004304,NM_001004304.3
27241,ITGB7,NC_000012.11,NM_000889,NM_000889.2
27242,RARG,NC_000012.11,NM_001243731,NM_001243731.1
27243,RARG,NC_000012.11,NM_001243730,NM_001243730.1
27244,RARG,NC_000012.11,NM_000966,NM_000966.5
27245,RARG,NC_000012.11,NM_001243732,NM_001243732.1
27246,RARG,NC_000012.11,NM_001042728,NM_001042728.2
27247,MFSD5,NC_000012.11,NM_001170790,NM_001170790.1
27248,MFSD5,NC_000012.11,NM_032889,NM_032889.4
27249,ESPL1,NC_000012.11,NM_012291,NM_012291.4
27250,PFDN5,NC_000012.11,NM_002624,NM_002624.3
27251,PFDN5,NC_000012.11,NM_145897,NM_145897.2
27252,C12orf10,NC_000012.11,NM_021640,NM_021640.3
27253,AAAS,NC_000012.11,NM_001173466,NM_001173466.1
27254,AAAS,NC_000012.11,NM_015665,NM_015665.5
27255,SP7,NC_000012.11,NM_001300837,NM_001300837.1
27256,SP7,NC_000012.11,NM_001173467,NM_001173467.2
27257,SP7,NC_000012.11,NM_152860,NM_152860.1
27258,SP1,NC_000012.11,NM_138473,NM_138473.2
27259,SP1,NC_000012.11,NM_001251825,NM_001251825.1
27260,SP1,NC_000012.11,NM_003109,NM_003109.1
27261,AMHR2,NC_000012.11,NM_020547,NM_020547.3
27262,AMHR2,NC_000012.11,NM_001164690,NM_001164690.2
27263,AMHR2,NC_000012.11,NM_001164691,NM_001164691.2
27264,PRR13,NC_000012.11,NM_018457,NM_018457.3
27265,PRR13,NC_000012.11,NM_001005354,NM_001005354.2
27266,PCBP2,NC_000012.11,NM_005016,NM_005016.5
27267,PCBP2,NC_000012.11,NM_001128911,NM_001128911.1
27268,PCBP2,NC_000012.11,NM_001128913,NM_001128913.1
27269,PCBP2,NC_000012.11,NM_031989,NM_031989.4
27270,PCBP2,NC_000012.11,NM_001128912,NM_001128912.1
27271,PCBP2,NC_000012.11,NM_001098620,NM_001098620.2
27272,PCBP2,NC_000012.11,NM_001128914,NM_001128914.1
27273,MAP3K12,NC_000012.11,NM_006301,NM_006301.3
27274,MAP3K12,NC_000012.11,NM_001193511,NM_001193511.1
27275,TARBP2,NC_000012.11,NM_134323,NM_134323.1
27276,TARBP2,NC_000012.11,NM_004178,NM_004178.4
27277,TARBP2,NC_000012.11,NM_134324,NM_134324.2
27278,NPFF,NC_000012.11,NM_003717,NM_003717.3
27279,NPFF,NC_000012.11,NM_001320296,NM_001320296.1
27280,ATF7,NC_000012.11,NM_001130060,NM_001130060.1
27281,ATF7,NC_000012.11,NM_006856,NM_006856.2
27282,ATF7,NC_000012.11,NM_001206682,NM_001206682.1
27283,ATF7,NC_000012.11,NM_001206683,NM_001206683.1
27284,ATP5G2,NC_000012.11,NM_001002031,NM_001002031.2
27285,ATP5G2,NC_000012.11,NM_005176,NM_005176.5
27286,ATP5G2,NC_000012.11,NM_001330269,NM_001330269.1
27287,CALCOCO1,NC_000012.11,NM_020898,NM_020898.2
27288,CALCOCO1,NC_000012.11,NM_001143682,NM_001143682.1
27289,HOXC13,NC_000012.11,NM_017410,NM_017410.2
27290,HOXC12,NC_000012.11,NM_173860,NM_173860.2
27291,HOXC11,NC_000012.11,NM_014212,NM_014212.3
27292,HOXC10,NC_000012.11,NM_017409,NM_017409.3
27293,HOXC9,NC_000012.11,NM_006897,NM_006897.2
27294,HOXC8,NC_000012.11,NM_022658,NM_022658.3
27295,HOXC4,NC_000012.11,NM_014620,NM_014620.5
27296,HOXC4,NC_000012.11,NM_153633,NM_153633.2
27297,HOXC5,NC_000012.11,NM_018953,NM_018953.3
27298,HOXC6,NC_000012.11,NM_153693,NM_153693.4
27299,HOXC6,NC_000012.11,NM_004503,NM_004503.3
27300,SMUG1,NC_000012.11,NM_001243788,NM_001243788.1
27301,SMUG1,NC_000012.11,NM_001243787,NM_001243787.1
27302,SMUG1,NC_000012.11,NM_014311,NM_014311.2
27303,SMUG1,NC_000012.11,NM_001243791,NM_001243791.1
27304,SMUG1,NC_000012.11,NM_001243789,NM_001243789.1
27305,SMUG1,NC_000012.11,NM_001243790,NM_001243790.1
27306,CBX5,NC_000012.11,NM_012117,NM_012117.2
27307,CBX5,NC_000012.11,NM_001127321,NM_001127321.1
27308,CBX5,NC_000012.11,NM_001127322,NM_001127322.1
27309,HNRNPA1,NC_000012.11,NM_031157,NM_031157.3
27310,HNRNPA1,NC_000012.11,NM_002136,NM_002136.3
27311,NFE2,NC_000012.11,NM_001136023,NM_001136023.2
27312,NFE2,NC_000012.11,NM_001261461,NM_001261461.1
27313,NFE2,NC_000012.11,NM_006163,NM_006163.2
27314,COPZ1,NC_000012.11,NM_001271736,NM_001271736.1
27315,COPZ1,NC_000012.11,NM_016057,NM_016057.2
27316,COPZ1,NC_000012.11,NM_001271735,NM_001271735.1
27317,COPZ1,NC_000012.11,NM_001271734,NM_001271734.1
27318,GPR84,NC_000012.11,NM_020370,NM_020370.2
27319,ZNF385A,NC_000012.11,NM_001130968,NM_001130968.2
27320,ZNF385A,NC_000012.11,NM_001130967,NM_001130967.2
27321,ZNF385A,NC_000012.11,NM_001290004,NM_001290004.1
27322,ZNF385A,NC_000012.11,NM_001290002,NM_001290002.1
27323,ZNF385A,NC_000012.11,NM_001290001,NM_001290001.1
27324,ZNF385A,NC_000012.11,NM_015481,NM_015481.2
27325,ITGA5,NC_000012.11,NM_002205,NM_002205.4
27326,GTSF1,NC_000012.11,NM_144594,NM_144594.2
27327,NCKAP1L,NC_000012.11,NM_005337,NM_005337.4
27328,NCKAP1L,NC_000012.11,NM_001184976,NM_001184976.1
27329,PDE1B,NC_000012.11,NM_001288768,NM_001288768.1
27330,PDE1B,NC_000012.11,NM_000924,NM_000924.3
27331,PDE1B,NC_000012.11,NM_001288769,NM_001288769.1
27332,PDE1B,NC_000012.11,NM_001165975,NM_001165975.2
27333,PDE1B,NC_000012.11,NM_001315534,NM_001315534.1
27334,PDE1B,NC_000012.11,NM_001315535,NM_001315535.1
27335,PPP1R1A,NC_000012.11,NM_006741,NM_006741.3
27336,LACRT,NC_000012.11,NM_033277,NM_033277.1
27337,DCD,NC_000012.11,NM_053283,NM_053283.3
27338,DCD,NC_000012.11,NM_001300854,NM_001300854.1
27339,MUCL1,NC_000012.11,NM_058173,NM_058173.2
27340,TESPA1,NC_000012.11,NM_001136030,NM_001136030.2
27341,TESPA1,NC_000012.11,NM_001098815,NM_001098815.2
27342,TESPA1,NC_000012.11,NM_001261844,NM_001261844.1
27343,TESPA1,NC_000012.11,NM_014796,NM_014796.2
27344,NEUROD4,NC_000012.11,NM_021191,NM_021191.2
27345,OR9K2,NC_000012.11,NM_001005243,NM_001005243.1
27346,OR10A7,NC_000012.11,NM_001005280,NM_001005280.1
27347,OR6C74,NC_000012.11,NM_001005490,NM_001005490.1
27348,OR6C6,NC_000012.11,NM_001005493,NM_001005493.1
27349,OR6C1,NC_000012.11,NM_001005182,NM_001005182.1
27350,OR6C3,NC_000012.11,NM_054104,NM_054104.1
27351,OR6C75,NC_000012.11,NM_001005497,NM_001005497.1
27352,OR6C65,NC_000012.11,NM_001005518,NM_001005518.1
27353,OR6C76,NC_000012.11,NM_001005183,NM_001005183.1
27354,OR6C2,NC_000012.11,NM_054105,NM_054105.1
27355,OR6C70,NC_000012.11,NM_001005499,NM_001005499.1
27356,OR6C68,NC_000012.11,NM_001005519,NM_001005519.2
27357,OR6C4,NC_000012.11,NM_001005494,NM_001005494.1
27358,OR2AP1,NC_000012.11,NM_001258285,NM_001258285.1
27359,OR10P1,NC_000012.11,NM_206899,NM_206899.1
27360,METTL7B,NC_000012.11,NM_152637,NM_152637.2
27361,ITGA7,NC_000012.11,NM_001144997,NM_001144997.1
27362,ITGA7,NC_000012.11,NM_002206,NM_002206.2
27363,ITGA7,NC_000012.11,NM_001144996,NM_001144996.1
27364,BLOC1S1,NC_000012.11,NM_001487,NM_001487.3
27365,RDH5,NC_000012.11,NM_001199771,NM_001199771.1
27366,RDH5,NC_000012.11,NM_002905,NM_002905.3
27367,CD63,NC_000012.11,NM_001257389,NM_001257389.1
27368,CD63,NC_000012.11,NM_001780,NM_001780.5
27369,CD63,NC_000012.11,NM_001267698,NM_001267698.1
27370,CD63,NC_000012.11,NM_001257390,NM_001257390.1
27371,CD63,NC_000012.11,NM_001257391,NM_001257391.1
27372,CD63,NC_000012.11,NM_001257392,NM_001257392.1
27373,CD63,NC_000012.11,NM_001257400,NM_001257400.1
27374,CD63,NC_000012.11,NM_001257401,NM_001257401.1
27375,GDF11,NC_000012.11,NM_005811,NM_005811.4
27376,SARNP,NC_000012.11,NM_033082,NM_033082.3
27377,ORMDL2,NC_000012.11,NM_014182,NM_014182.4
27378,DNAJC14,NC_000012.11,NM_032364,NM_032364.5
27379,MMP19,NC_000012.11,NM_001272101,NM_001272101.1
27380,MMP19,NC_000012.11,NM_002429,NM_002429.5
27381,PYM1,NC_000012.11,NM_032345,NM_032345.2
27382,PYM1,NC_000012.11,NM_001143853,NM_001143853.1
27383,DGKA,NC_000012.11,NM_001345,NM_001345.4
27384,DGKA,NC_000012.11,NM_201444,NM_201444.2
27385,DGKA,NC_000012.11,NM_201445,NM_201445.1
27386,DGKA,NC_000012.11,NM_201554,NM_201554.1
27387,PMEL,NC_000012.11,NM_006928,NM_006928.4
27388,PMEL,NC_000012.11,NM_001200053,NM_001200053.1
27389,PMEL,NC_000012.11,NM_001320122,NM_001320122.1
27390,PMEL,NC_000012.11,NM_001320121,NM_001320121.1
27391,PMEL,NC_000012.11,NM_001200054,NM_001200054.1
27392,CDK2,NC_000012.11,NM_001798,NM_001798.4
27393,CDK2,NC_000012.11,NM_052827,NM_052827.3
27394,CDK2,NC_000012.11,NM_001290230,NM_001290230.1
27395,RAB5B,NC_000012.11,NM_001252036,NM_001252036.1
27396,RAB5B,NC_000012.11,NM_002868,NM_002868.3
27397,RAB5B,NC_000012.11,NM_001252037,NM_001252037.1
27398,SUOX,NC_000012.11,NM_000456,NM_000456.2
27399,SUOX,NC_000012.11,NM_001032386,NM_001032386.1
27400,SUOX,NC_000012.11,NM_001032387,NM_001032387.1
27401,IKZF4,NC_000012.11,NM_022465,NM_022465.3
27402,RPS26,NC_000012.11,NM_001029,NM_001029.3
27403,ERBB3,NC_000012.11,NM_001982,NM_001982.3
27404,ERBB3,NC_000012.11,NM_001005915,NM_001005915.1
27405,PA2G4,NC_000012.11,NM_006191,NM_006191.2
27406,RPL41,NC_000012.11,NM_001035267,NM_001035267.1
27407,RPL41,NC_000012.11,NM_021104,NM_021104.1
27408,ZC3H10,NC_000012.11,NM_001303124,NM_001303124.1
27409,ZC3H10,NC_000012.11,NM_032786,NM_032786.2
27410,ZC3H10,NC_000012.11,NM_001303125,NM_001303125.1
27411,ESYT1,NC_000012.11,NM_001184796,NM_001184796.1
27412,ESYT1,NC_000012.11,NM_015292,NM_015292.2
27413,MYL6B,NC_000012.11,NM_001199629,NM_001199629.1
27414,MYL6B,NC_000012.11,NM_002475,NM_002475.4
27415,MYL6,NC_000012.11,NM_021019,NM_021019.4
27416,MYL6,NC_000012.11,NM_079423,NM_079423.3
27417,SMARCC2,NC_000012.11,NM_003075,NM_003075.4
27418,SMARCC2,NC_000012.11,NM_139067,NM_139067.3
27419,SMARCC2,NC_000012.11,NM_001130420,NM_001130420.2
27420,SMARCC2,NC_000012.11,NM_001330288,NM_001330288.1
27421,RNF41,NC_000012.11,NM_194359,NM_194359.2
27422,RNF41,NC_000012.11,NM_005785,NM_005785.3
27423,RNF41,NC_000012.11,NM_194358,NM_194358.2
27424,RNF41,NC_000012.11,NM_001242826,NM_001242826.1
27425,NABP2,NC_000012.11,NM_024068,NM_024068.3
27426,SLC39A5,NC_000012.11,NM_173596,NM_173596.2
27427,SLC39A5,NC_000012.11,NM_001135195,NM_001135195.1
27428,ANKRD52,NC_000012.11,NM_173595,NM_173595.3
27429,COQ10A,NC_000012.11,NM_144576,NM_144576.3
27430,COQ10A,NC_000012.11,NM_001099337,NM_001099337.1
27431,CS,NC_000012.11,NM_004077,NM_004077.2
27432,CNPY2,NC_000012.11,NM_014255,NM_014255.5
27433,CNPY2,NC_000012.11,NM_001190991,NM_001190991.1
27434,PAN2,NC_000012.11,NM_001166279,NM_001166279.1
27435,PAN2,NC_000012.11,NM_014871,NM_014871.4
27436,PAN2,NC_000012.11,NM_001127460,NM_001127460.2
27437,IL23A,NC_000012.11,NM_016584,NM_016584.2
27438,STAT2,NC_000012.11,NM_198332,NM_198332.1
27439,STAT2,NC_000012.11,NM_005419,NM_005419.3
27440,APOF,NC_000012.11,NM_001638,NM_001638.2
27441,TIMELESS,NC_000012.11,NM_001330295,NM_001330295.1
27442,TIMELESS,NC_000012.11,NM_003920,NM_003920.4
27443,MIP,NC_000012.11,NM_012064,NM_012064.3
27444,SPRYD4,NC_000012.11,NM_207344,NM_207344.3
27445,GLS2,NC_000012.11,NM_001280798,NM_001280798.1
27446,GLS2,NC_000012.11,NM_001280797,NM_001280797.1
27447,GLS2,NC_000012.11,NM_013267,NM_013267.3
27448,GLS2,NC_000012.11,NM_001280796,NM_001280796.1
27449,RBMS2,NC_000012.11,NM_002898,NM_002898.3
27450,BAZ2A,NC_000012.11,NM_013449,NM_013449.3
27451,BAZ2A,NC_000012.11,NM_001300905,NM_001300905.1
27452,ATP5B,NC_000012.11,NM_001686,NM_001686.3
27453,PTGES3,NC_000012.11,NM_001282603,NM_001282603.1
27454,PTGES3,NC_000012.11,NM_001282605,NM_001282605.1
27455,PTGES3,NC_000012.11,NM_001282602,NM_001282602.1
27456,PTGES3,NC_000012.11,NM_001282601,NM_001282601.1
27457,PTGES3,NC_000012.11,NM_006601,NM_006601.6
27458,PTGES3,NC_000012.11,NM_001282604,NM_001282604.1
27459,NACA,NC_000012.11,NM_001113202,NM_001113202.1
27460,NACA,NC_000012.11,NM_001320194,NM_001320194.1
27461,NACA,NC_000012.11,NM_001113203,NM_001113203.2
27462,NACA,NC_000012.11,NM_001320193,NM_001320193.1
27463,NACA,NC_000012.11,NM_005594,NM_005594.5
27464,NACA,NC_000012.11,NM_001113201,NM_001113201.2
27465,PRIM1,NC_000012.11,NM_000946,NM_000946.2
27466,HSD17B6,NC_000012.11,NM_003725,NM_003725.3
27467,SDR9C7,NC_000012.11,NM_148897,NM_148897.2
27468,RDH16,NC_000012.11,NM_001320108,NM_001320108.1
27469,RDH16,NC_000012.11,NM_003708,NM_003708.4
27470,GPR182,NC_000012.11,NM_007264,NM_007264.3
27471,ZBTB39,NC_000012.11,NM_014830,NM_014830.2
27472,TAC3,NC_000012.11,NM_001178054,NM_001178054.1
27473,TAC3,NC_000012.11,NM_013251,NM_013251.3
27474,MYO1A,NC_000012.11,NM_001256041,NM_001256041.1
27475,MYO1A,NC_000012.11,NM_005379,NM_005379.3
27476,NEMP1,NC_000012.11,NM_015257,NM_015257.2
27477,NEMP1,NC_000012.11,NM_001130963,NM_001130963.1
27478,NAB2,NC_000012.11,NM_005967,NM_005967.3
27479,NAB2,NC_000012.11,NM_001330305,NM_001330305.1
27480,STAT6,NC_000012.11,NM_001178081,NM_001178081.1
27481,STAT6,NC_000012.11,NM_001178080,NM_001178080.1
27482,STAT6,NC_000012.11,NM_003153,NM_003153.4
27483,STAT6,NC_000012.11,NM_001178078,NM_001178078.1
27484,STAT6,NC_000012.11,NM_001178079,NM_001178079.1
27485,LRP1,NC_000012.11,NM_002332,NM_002332.2
27486,NXPH4,NC_000012.11,NM_007224,NM_007224.3
27487,SHMT2,NC_000012.11,NM_005412,NM_005412.5
27488,SHMT2,NC_000012.11,NM_001166356,NM_001166356.1
27489,SHMT2,NC_000012.11,NM_001166358,NM_001166358.1
27490,SHMT2,NC_000012.11,NM_001166359,NM_001166359.1
27491,SHMT2,NC_000012.11,NM_001166357,NM_001166357.1
27492,NDUFA4L2,NC_000012.11,NM_020142,NM_020142.3
27493,STAC3,NC_000012.11,NM_001286257,NM_001286257.1
27494,STAC3,NC_000012.11,NM_001286256,NM_001286256.1
27495,STAC3,NC_000012.11,NM_145064,NM_145064.2
27496,R3HDM2,NC_000012.11,NM_014925,NM_014925.4
27497,R3HDM2,NC_000012.11,NM_001330121,NM_001330121.1
27498,R3HDM2,NC_000012.11,NM_001330123,NM_001330123.1
27499,R3HDM2,NC_000012.11,NM_001330122,NM_001330122.1
27500,INHBC,NC_000012.11,NM_005538,NM_005538.3
27501,INHBE,NC_000012.11,NM_031479,NM_031479.4
27502,GLI1,NC_000012.11,NM_001160045,NM_001160045.1
27503,GLI1,NC_000012.11,NM_005269,NM_005269.2
27504,GLI1,NC_000012.11,NM_001167609,NM_001167609.1
27505,ARHGAP9,NC_000012.11,NM_001319850,NM_001319850.1
27506,ARHGAP9,NC_000012.11,NM_032496,NM_032496.3
27507,ARHGAP9,NC_000012.11,NM_001080157,NM_001080157.1
27508,ARHGAP9,NC_000012.11,NM_001080156,NM_001080156.2
27509,ARHGAP9,NC_000012.11,NM_001319852,NM_001319852.1
27510,ARHGAP9,NC_000012.11,NM_001319851,NM_001319851.1
27511,MARS,NC_000012.11,NM_004990,NM_004990.3
27512,DDIT3,NC_000012.11,NM_001195057,NM_001195057.1
27513,DDIT3,NC_000012.11,NM_004083,NM_004083.5
27514,DDIT3,NC_000012.11,NM_001195055,NM_001195055.1
27515,DDIT3,NC_000012.11,NM_001195054,NM_001195054.1
27516,DDIT3,NC_000012.11,NM_001195053,NM_001195053.1
27517,DDIT3,NC_000012.11,NM_001195056,NM_001195056.1
27518,MBD6,NC_000012.11,NM_052897,NM_052897.3
27519,DCTN2,NC_000012.11,NM_001261413,NM_001261413.1
27520,DCTN2,NC_000012.11,NM_001348068,NM_001348068.1
27521,DCTN2,NC_000012.11,NM_001261412,NM_001261412.1
27522,DCTN2,NC_000012.11,NM_001348067,NM_001348067.1
27523,DCTN2,NC_000012.11,NM_006400,NM_006400.4
27524,DCTN2,NC_000012.11,NM_001348066,NM_001348066.1
27525,DCTN2,NC_000012.11,NM_001348065,NM_001348065.1
27526,KIF5A,NC_000012.11,NM_004984,NM_004984.2
27527,PIP4K2C,NC_000012.11,NM_024779,NM_024779.4
27528,PIP4K2C,NC_000012.11,NM_001146258,NM_001146258.1
27529,PIP4K2C,NC_000012.11,NM_001146260,NM_001146260.1
27530,PIP4K2C,NC_000012.11,NM_001146259,NM_001146259.1
27531,DTX3,NC_000012.11,NM_178502,NM_178502.3
27532,DTX3,NC_000012.11,NM_001286246,NM_001286246.1
27533,DTX3,NC_000012.11,NM_001286245,NM_001286245.1
27534,ARHGEF25,NC_000012.11,NM_001111270,NM_001111270.2
27535,ARHGEF25,NC_000012.11,NM_182947,NM_182947.3
27536,ARHGEF25,NC_000012.11,NM_001347933,NM_001347933.1
27537,SLC26A10,NC_000012.11,NM_133489,NM_133489.2
27538,B4GALNT1,NC_000012.11,NM_001478,NM_001478.4
27539,B4GALNT1,NC_000012.11,NM_001276468,NM_001276468.1
27540,B4GALNT1,NC_000012.11,NM_001276469,NM_001276469.1
27541,OS9,NC_000012.11,NM_001261420,NM_001261420.1
27542,OS9,NC_000012.11,NM_006812,NM_006812.3
27543,OS9,NC_000012.11,NM_001017956,NM_001017956.2
27544,OS9,NC_000012.11,NM_001017958,NM_001017958.2
27545,OS9,NC_000012.11,NM_001017957,NM_001017957.2
27546,OS9,NC_000012.11,NM_001261421,NM_001261421.1
27547,OS9,NC_000012.11,NM_001261422,NM_001261422.1
27548,OS9,NC_000012.11,NM_001261423,NM_001261423.1
27549,AGAP2,NC_000012.11,NM_014770,NM_014770.3
27550,AGAP2,NC_000012.11,NM_001122772,NM_001122772.2
27551,TSPAN31,NC_000012.11,NM_001330169,NM_001330169.1
27552,TSPAN31,NC_000012.11,NM_005981,NM_005981.4
27553,TSPAN31,NC_000012.11,NM_001330168,NM_001330168.1
27554,CDK4,NC_000012.11,NM_000075,NM_000075.3
27555,9-Mar,NC_000012.11,NM_138396,NM_138396.5
27556,CYP27B1,NC_000012.11,NM_000785,NM_000785.3
27557,METTL1,NC_000012.11,NM_023033,NM_023033.3
27558,METTL1,NC_000012.11,NM_005371,NM_005371.5
27559,METTL21B,NC_000012.11,NM_206914,NM_206914.1
27560,METTL21B,NC_000012.11,NM_015433,NM_015433.2
27561,TSFM,NC_000012.11,NM_001172697,NM_001172697.1
27562,TSFM,NC_000012.11,NM_001172696,NM_001172696.1
27563,TSFM,NC_000012.11,NM_005726,NM_005726.5
27564,TSFM,NC_000012.11,NM_001172695,NM_001172695.1
27565,AVIL,NC_000012.11,NM_006576,NM_006576.3
27566,CTDSP2,NC_000012.11,NM_005730,NM_005730.3
27567,ATP23,NC_000012.11,NM_001320408,NM_001320408.1
27568,ATP23,NC_000012.11,NM_001320410,NM_001320410.1
27569,ATP23,NC_000012.11,NM_033276,NM_033276.3
27570,ATP23,NC_000012.11,NM_001320409,NM_001320409.1
27571,LRIG3,NC_000012.11,NM_153377,NM_153377.4
27572,LRIG3,NC_000012.11,NM_001136051,NM_001136051.2
27573,SLC16A7,NC_000012.11,NM_001270623,NM_001270623.1
27574,SLC16A7,NC_000012.11,NM_001270622,NM_001270622.1
27575,SLC16A7,NC_000012.11,NM_004731,NM_004731.4
27576,FAM19A2,NC_000012.11,NM_178539,NM_178539.4
